"track_key","TrackId","TrackName","Composer","Milliseconds","UnitPrice","AlbumId","AlbumTitle","GenreId","GenreName"
1,1,"For Those About To Rock (We Salute You)","Angus Young, Malcolm Young, Brian Johnson",343719,0.99,1,"For Those About To Rock We Salute You",1,"Rock"
2,6,"Put The Finger On You","Angus Young, Malcolm Young, Brian Johnson",205662,0.99,1,"For Those About To Rock We Salute You",1,"Rock"
3,7,"Let's Get It Up","Angus Young, Malcolm Young, Brian Johnson",233926,0.99,1,"For Those About To Rock We Salute You",1,"Rock"
4,8,"Inject The Venom","Angus Young, Malcolm Young, Brian Johnson",210834,0.99,1,"For Those About To Rock We Salute You",1,"Rock"
5,9,"Snowballed","Angus Young, Malcolm Young, Brian Johnson",203102,0.99,1,"For Those About To Rock We Salute You",1,"Rock"
6,10,"Evil Walks","Angus Young, Malcolm Young, Brian Johnson",263497,0.99,1,"For Those About To Rock We Salute You",1,"Rock"
7,11,"C.O.D.","Angus Young, Malcolm Young, Brian Johnson",199836,0.99,1,"For Those About To Rock We Salute You",1,"Rock"
8,12,"Breaking The Rules","Angus Young, Malcolm Young, Brian Johnson",263288,0.99,1,"For Those About To Rock We Salute You",1,"Rock"
9,13,"Night Of The Long Knives","Angus Young, Malcolm Young, Brian Johnson",205688,0.99,1,"For Those About To Rock We Salute You",1,"Rock"
10,14,"Spellbound","Angus Young, Malcolm Young, Brian Johnson",270863,0.99,1,"For Those About To Rock We Salute You",1,"Rock"
11,15,"Go Down","AC/DC",331180,0.99,4,"Let There Be Rock",1,"Rock"
12,16,"Dog Eat Dog","AC/DC",215196,0.99,4,"Let There Be Rock",1,"Rock"
13,17,"Let There Be Rock","AC/DC",366654,0.99,4,"Let There Be Rock",1,"Rock"
14,18,"Bad Boy Boogie","AC/DC",267728,0.99,4,"Let There Be Rock",1,"Rock"
15,19,"Problem Child","AC/DC",325041,0.99,4,"Let There Be Rock",1,"Rock"
16,20,"Overdose","AC/DC",369319,0.99,4,"Let There Be Rock",1,"Rock"
17,21,"Hell Ain't A Bad Place To Be","AC/DC",254380,0.99,4,"Let There Be Rock",1,"Rock"
18,22,"Whole Lotta Rosie","AC/DC",323761,0.99,4,"Let There Be Rock",1,"Rock"
19,23,"Walk On Water","Steven Tyler, Joe Perry, Jack Blades, Tommy Shaw",295680,0.99,5,"Big Ones",1,"Rock"
20,24,"Love In An Elevator","Steven Tyler, Joe Perry",321828,0.99,5,"Big Ones",1,"Rock"
21,25,"Rag Doll","Steven Tyler, Joe Perry, Jim Vallance, Holly Knight",264698,0.99,5,"Big Ones",1,"Rock"
22,26,"What It Takes","Steven Tyler, Joe Perry, Desmond Child",310622,0.99,5,"Big Ones",1,"Rock"
23,27,"Dude (Looks Like A Lady)","Steven Tyler, Joe Perry, Desmond Child",264855,0.99,5,"Big Ones",1,"Rock"
24,28,"Janie's Got A Gun","Steven Tyler, Tom Hamilton",330736,0.99,5,"Big Ones",1,"Rock"
25,29,"Cryin'","Steven Tyler, Joe Perry, Taylor Rhodes",309263,0.99,5,"Big Ones",1,"Rock"
26,30,"Amazing","Steven Tyler, Richie Supa",356519,0.99,5,"Big Ones",1,"Rock"
27,31,"Blind Man","Steven Tyler, Joe Perry, Taylor Rhodes",240718,0.99,5,"Big Ones",1,"Rock"
28,32,"Deuces Are Wild","Steven Tyler, Jim Vallance",215875,0.99,5,"Big Ones",1,"Rock"
29,33,"The Other Side","Steven Tyler, Jim Vallance",244375,0.99,5,"Big Ones",1,"Rock"
30,34,"Crazy","Steven Tyler, Joe Perry, Desmond Child",316656,0.99,5,"Big Ones",1,"Rock"
31,35,"Eat The Rich","Steven Tyler, Joe Perry, Jim Vallance",251036,0.99,5,"Big Ones",1,"Rock"
32,36,"Angel","Steven Tyler, Desmond Child",307617,0.99,5,"Big Ones",1,"Rock"
33,37,"Livin' On The Edge","Steven Tyler, Joe Perry, Mark Hudson",381231,0.99,5,"Big Ones",1,"Rock"
34,38,"All I Really Want","Alanis Morissette & Glenn Ballard",284891,0.99,6,"Jagged Little Pill",1,"Rock"
35,39,"You Oughta Know","Alanis Morissette & Glenn Ballard",249234,0.99,6,"Jagged Little Pill",1,"Rock"
36,40,"Perfect","Alanis Morissette & Glenn Ballard",188133,0.99,6,"Jagged Little Pill",1,"Rock"
37,41,"Hand In My Pocket","Alanis Morissette & Glenn Ballard",221570,0.99,6,"Jagged Little Pill",1,"Rock"
38,42,"Right Through You","Alanis Morissette & Glenn Ballard",176117,0.99,6,"Jagged Little Pill",1,"Rock"
39,43,"Forgiven","Alanis Morissette & Glenn Ballard",300355,0.99,6,"Jagged Little Pill",1,"Rock"
40,44,"You Learn","Alanis Morissette & Glenn Ballard",239699,0.99,6,"Jagged Little Pill",1,"Rock"
41,45,"Head Over Feet","Alanis Morissette & Glenn Ballard",267493,0.99,6,"Jagged Little Pill",1,"Rock"
42,46,"Mary Jane","Alanis Morissette & Glenn Ballard",280607,0.99,6,"Jagged Little Pill",1,"Rock"
43,47,"Ironic","Alanis Morissette & Glenn Ballard",229825,0.99,6,"Jagged Little Pill",1,"Rock"
44,48,"Not The Doctor","Alanis Morissette & Glenn Ballard",227631,0.99,6,"Jagged Little Pill",1,"Rock"
45,49,"Wake Up","Alanis Morissette & Glenn Ballard",293485,0.99,6,"Jagged Little Pill",1,"Rock"
46,50,"You Oughta Know (Alternate)","Alanis Morissette & Glenn Ballard",491885,0.99,6,"Jagged Little Pill",1,"Rock"
47,51,"We Die Young","Jerry Cantrell",152084,0.99,7,"Facelift",1,"Rock"
48,52,"Man In The Box","Jerry Cantrell, Layne Staley",286641,0.99,7,"Facelift",1,"Rock"
49,53,"Sea Of Sorrow","Jerry Cantrell",349831,0.99,7,"Facelift",1,"Rock"
50,54,"Bleed The Freak","Jerry Cantrell",241946,0.99,7,"Facelift",1,"Rock"
51,55,"I Can't Remember","Jerry Cantrell, Layne Staley",222955,0.99,7,"Facelift",1,"Rock"
52,56,"Love, Hate, Love","Jerry Cantrell, Layne Staley",387134,0.99,7,"Facelift",1,"Rock"
53,57,"It Ain't Like That","Jerry Cantrell, Michael Starr, Sean Kinney",277577,0.99,7,"Facelift",1,"Rock"
54,58,"Sunshine","Jerry Cantrell",284969,0.99,7,"Facelift",1,"Rock"
55,59,"Put You Down","Jerry Cantrell",196231,0.99,7,"Facelift",1,"Rock"
56,60,"Confusion","Jerry Cantrell, Michael Starr, Layne Staley",344163,0.99,7,"Facelift",1,"Rock"
57,61,"I Know Somethin (Bout You)","Jerry Cantrell",261955,0.99,7,"Facelift",1,"Rock"
58,62,"Real Thing","Jerry Cantrell, Layne Staley",243879,0.99,7,"Facelift",1,"Rock"
59,63,"Desafinado","",185338,0.99,8,"Warner 25 Anos",2,"Jazz"
60,64,"Garota De Ipanema","",285048,0.99,8,"Warner 25 Anos",2,"Jazz"
61,65,"Samba De Uma Nota Só (One Note Samba)","",137273,0.99,8,"Warner 25 Anos",2,"Jazz"
62,66,"Por Causa De Você","",169900,0.99,8,"Warner 25 Anos",2,"Jazz"
63,67,"Ligia","",251977,0.99,8,"Warner 25 Anos",2,"Jazz"
64,68,"Fotografia","",129227,0.99,8,"Warner 25 Anos",2,"Jazz"
65,69,"Dindi (Dindi)","",253178,0.99,8,"Warner 25 Anos",2,"Jazz"
66,70,"Se Todos Fossem Iguais A Você (Instrumental)","",134948,0.99,8,"Warner 25 Anos",2,"Jazz"
67,71,"Falando De Amor","",219663,0.99,8,"Warner 25 Anos",2,"Jazz"
68,72,"Angela","",169508,0.99,8,"Warner 25 Anos",2,"Jazz"
69,73,"Corcovado (Quiet Nights Of Quiet Stars)","",205662,0.99,8,"Warner 25 Anos",2,"Jazz"
70,74,"Outra Vez","",126511,0.99,8,"Warner 25 Anos",2,"Jazz"
71,75,"O Boto (Bôto)","",366837,0.99,8,"Warner 25 Anos",2,"Jazz"
72,76,"Canta, Canta Mais","",271856,0.99,8,"Warner 25 Anos",2,"Jazz"
73,77,"Enter Sandman","Apocalyptica",221701,0.99,9,"Plays Metallica By Four Cellos",3,"Metal"
74,78,"Master Of Puppets","Apocalyptica",436453,0.99,9,"Plays Metallica By Four Cellos",3,"Metal"
75,79,"Harvester Of Sorrow","Apocalyptica",374543,0.99,9,"Plays Metallica By Four Cellos",3,"Metal"
76,80,"The Unforgiven","Apocalyptica",322925,0.99,9,"Plays Metallica By Four Cellos",3,"Metal"
77,81,"Sad But True","Apocalyptica",288208,0.99,9,"Plays Metallica By Four Cellos",3,"Metal"
78,82,"Creeping Death","Apocalyptica",308035,0.99,9,"Plays Metallica By Four Cellos",3,"Metal"
79,83,"Wherever I May Roam","Apocalyptica",369345,0.99,9,"Plays Metallica By Four Cellos",3,"Metal"
80,84,"Welcome Home (Sanitarium)","Apocalyptica",350197,0.99,9,"Plays Metallica By Four Cellos",3,"Metal"
81,85,"Cochise","Audioslave/Chris Cornell",222380,0.99,10,"Audioslave",1,"Rock"
82,86,"Show Me How to Live","Audioslave/Chris Cornell",277890,0.99,10,"Audioslave",1,"Rock"
83,87,"Gasoline","Audioslave/Chris Cornell",279457,0.99,10,"Audioslave",1,"Rock"
84,88,"What You Are","Audioslave/Chris Cornell",249391,0.99,10,"Audioslave",1,"Rock"
85,89,"Like a Stone","Audioslave/Chris Cornell",294034,0.99,10,"Audioslave",1,"Rock"
86,90,"Set It Off","Audioslave/Chris Cornell",263262,0.99,10,"Audioslave",1,"Rock"
87,91,"Shadow on the Sun","Audioslave/Chris Cornell",343457,0.99,10,"Audioslave",1,"Rock"
88,92,"I am the Highway","Audioslave/Chris Cornell",334942,0.99,10,"Audioslave",1,"Rock"
89,93,"Exploder","Audioslave/Chris Cornell",206053,0.99,10,"Audioslave",1,"Rock"
90,94,"Hypnotize","Audioslave/Chris Cornell",206628,0.99,10,"Audioslave",1,"Rock"
91,95,"Bring'em Back Alive","Audioslave/Chris Cornell",329534,0.99,10,"Audioslave",1,"Rock"
92,96,"Light My Way","Audioslave/Chris Cornell",303595,0.99,10,"Audioslave",1,"Rock"
93,97,"Getaway Car","Audioslave/Chris Cornell",299598,0.99,10,"Audioslave",1,"Rock"
94,98,"The Last Remaining Light","Audioslave/Chris Cornell",317492,0.99,10,"Audioslave",1,"Rock"
95,99,"Your Time Has Come","Cornell, Commerford, Morello, Wilk",255529,0.99,11,"Out Of Exile",4,"Alternative & Punk"
96,100,"Out Of Exile","Cornell, Commerford, Morello, Wilk",291291,0.99,11,"Out Of Exile",4,"Alternative & Punk"
97,101,"Be Yourself","Cornell, Commerford, Morello, Wilk",279484,0.99,11,"Out Of Exile",4,"Alternative & Punk"
98,102,"Doesn't Remind Me","Cornell, Commerford, Morello, Wilk",255869,0.99,11,"Out Of Exile",4,"Alternative & Punk"
99,103,"Drown Me Slowly","Cornell, Commerford, Morello, Wilk",233691,0.99,11,"Out Of Exile",4,"Alternative & Punk"
100,104,"Heaven's Dead","Cornell, Commerford, Morello, Wilk",276688,0.99,11,"Out Of Exile",4,"Alternative & Punk"
101,105,"The Worm","Cornell, Commerford, Morello, Wilk",237714,0.99,11,"Out Of Exile",4,"Alternative & Punk"
102,106,"Man Or Animal","Cornell, Commerford, Morello, Wilk",233195,0.99,11,"Out Of Exile",4,"Alternative & Punk"
103,107,"Yesterday To Tomorrow","Cornell, Commerford, Morello, Wilk",273763,0.99,11,"Out Of Exile",4,"Alternative & Punk"
104,108,"Dandelion","Cornell, Commerford, Morello, Wilk",278125,0.99,11,"Out Of Exile",4,"Alternative & Punk"
105,109,"#1 Zero","Cornell, Commerford, Morello, Wilk",299102,0.99,11,"Out Of Exile",4,"Alternative & Punk"
106,110,"The Curse","Cornell, Commerford, Morello, Wilk",309786,0.99,11,"Out Of Exile",4,"Alternative & Punk"
107,111,"Money","Berry Gordy, Jr./Janie Bradford",147591,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll"
108,112,"Long Tall Sally","Enotris Johnson/Little Richard/Robert Bumps"" Blackwell""",106396,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll"
109,113,"Bad Boy","Larry Williams",116088,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll"
110,114,"Twist And Shout","Bert Russell/Phil Medley",161123,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll"
111,115,"Please Mr. Postman","Brian Holland/Freddie Gorman/Georgia Dobbins/Robert Bateman/William Garrett",137639,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll"
112,116,"C'Mon Everybody","Eddie Cochran/Jerry Capehart",140199,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll"
113,117,"Rock 'N' Roll Music","Chuck Berry",141923,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll"
114,118,"Slow Down","Larry Williams",163265,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll"
115,119,"Roadrunner","Bo Diddley",143595,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll"
116,120,"Carol","Chuck Berry",143830,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll"
117,121,"Good Golly Miss Molly","Little Richard",106266,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll"
118,122,"20 Flight Rock","Ned Fairchild",107807,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll"
119,123,"Quadrant","Billy Cobham",261851,0.99,13,"The Best Of Billy Cobham",2,"Jazz"
120,124,"Snoopy's search-Red baron","Billy Cobham",456071,0.99,13,"The Best Of Billy Cobham",2,"Jazz"
121,125,"Spanish moss-A sound portrait""-Spanish moss""","Billy Cobham",248084,0.99,13,"The Best Of Billy Cobham",2,"Jazz"
122,126,"Moon germs","Billy Cobham",294060,0.99,13,"The Best Of Billy Cobham",2,"Jazz"
123,127,"Stratus","Billy Cobham",582086,0.99,13,"The Best Of Billy Cobham",2,"Jazz"
124,128,"The pleasant pheasant","Billy Cobham",318066,0.99,13,"The Best Of Billy Cobham",2,"Jazz"
125,129,"Solo-Panhandler","Billy Cobham",246151,0.99,13,"The Best Of Billy Cobham",2,"Jazz"
126,130,"Do what cha wanna","George Duke",274155,0.99,13,"The Best Of Billy Cobham",2,"Jazz"
127,131,"Intro/ Low Down","",323683,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,"Metal"
128,132,"13 Years Of Grief","",246987,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,"Metal"
129,133,"Stronger Than Death","",300747,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,"Metal"
130,134,"All For You","",235833,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,"Metal"
131,135,"Super Terrorizer","",319373,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,"Metal"
132,136,"Phoney Smile Fake Hellos","",273606,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,"Metal"
133,137,"Lost My Better Half","",284081,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,"Metal"
134,138,"Bored To Tears","",247327,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,"Metal"
135,139,"A.N.D.R.O.T.A.Z.","",266266,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,"Metal"
136,140,"Born To Booze","",282122,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,"Metal"
137,141,"World Of Trouble","",359157,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,"Metal"
138,142,"No More Tears","",555075,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,"Metal"
139,143,"The Begining... At Last","",365662,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,"Metal"
140,144,"Heart Of Gold","",194873,0.99,15,"Alcohol Fueled Brewtality Live! [Disc 2]",3,"Metal"
141,145,"Snowblind","",420022,0.99,15,"Alcohol Fueled Brewtality Live! [Disc 2]",3,"Metal"
142,146,"Like A Bird","",276532,0.99,15,"Alcohol Fueled Brewtality Live! [Disc 2]",3,"Metal"
143,147,"Blood In The Wall","",284368,0.99,15,"Alcohol Fueled Brewtality Live! [Disc 2]",3,"Metal"
144,148,"The Beginning...At Last","",271960,0.99,15,"Alcohol Fueled Brewtality Live! [Disc 2]",3,"Metal"
145,149,"Black Sabbath","",382066,0.99,16,"Black Sabbath",3,"Metal"
146,150,"The Wizard","",264829,0.99,16,"Black Sabbath",3,"Metal"
147,151,"Behind The Wall Of Sleep","",217573,0.99,16,"Black Sabbath",3,"Metal"
148,152,"N.I.B.","",368770,0.99,16,"Black Sabbath",3,"Metal"
149,153,"Evil Woman","",204930,0.99,16,"Black Sabbath",3,"Metal"
150,154,"Sleeping Village","",644571,0.99,16,"Black Sabbath",3,"Metal"
151,155,"Warning","",212062,0.99,16,"Black Sabbath",3,"Metal"
152,156,"Wheels Of Confusion / The Straightener","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",494524,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,"Metal"
153,157,"Tomorrow's Dream","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",192496,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,"Metal"
154,158,"Changes","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",286275,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,"Metal"
155,159,"FX","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",103157,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,"Metal"
156,160,"Supernaut","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",285779,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,"Metal"
157,161,"Snowblind","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",331676,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,"Metal"
158,162,"Cornucopia","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",234814,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,"Metal"
159,163,"Laguna Sunrise","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",173087,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,"Metal"
160,164,"St. Vitus Dance","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",149655,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,"Metal"
161,165,"Under The Sun/Every Day Comes and Goes","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",350458,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,"Metal"
162,166,"Smoked Pork","",47333,0.99,18,"Body Count",4,"Alternative & Punk"
163,167,"Body Count's In The House","",204251,0.99,18,"Body Count",4,"Alternative & Punk"
164,168,"Now Sports","",4884,0.99,18,"Body Count",4,"Alternative & Punk"
165,169,"Body Count","",317936,0.99,18,"Body Count",4,"Alternative & Punk"
166,170,"A Statistic","",6373,0.99,18,"Body Count",4,"Alternative & Punk"
167,171,"Bowels Of The Devil","",223216,0.99,18,"Body Count",4,"Alternative & Punk"
168,172,"The Real Problem","",11650,0.99,18,"Body Count",4,"Alternative & Punk"
169,173,"KKK Bitch","",173008,0.99,18,"Body Count",4,"Alternative & Punk"
170,174,"D Note","",95738,0.99,18,"Body Count",4,"Alternative & Punk"
171,175,"Voodoo","",300721,0.99,18,"Body Count",4,"Alternative & Punk"
172,176,"The Winner Loses","",392254,0.99,18,"Body Count",4,"Alternative & Punk"
173,177,"There Goes The Neighborhood","",350171,0.99,18,"Body Count",4,"Alternative & Punk"
174,178,"Oprah","",6635,0.99,18,"Body Count",4,"Alternative & Punk"
175,179,"Evil Dick","",239020,0.99,18,"Body Count",4,"Alternative & Punk"
176,180,"Body Count Anthem","",166426,0.99,18,"Body Count",4,"Alternative & Punk"
177,181,"Momma's Gotta Die Tonight","",371539,0.99,18,"Body Count",4,"Alternative & Punk"
178,182,"Freedom Of Speech","",281234,0.99,18,"Body Count",4,"Alternative & Punk"
179,183,"King In Crimson","Roy Z",283167,0.99,19,"Chemical Wedding",3,"Metal"
180,184,"Chemical Wedding","Roy Z",246177,0.99,19,"Chemical Wedding",3,"Metal"
181,185,"The Tower","Roy Z",285257,0.99,19,"Chemical Wedding",3,"Metal"
182,186,"Killing Floor","Adrian Smith",269557,0.99,19,"Chemical Wedding",3,"Metal"
183,187,"Book Of Thel","Eddie Casillas/Roy Z",494393,0.99,19,"Chemical Wedding",3,"Metal"
184,188,"Gates Of Urizen","Roy Z",265351,0.99,19,"Chemical Wedding",3,"Metal"
185,189,"Jerusalem","Roy Z",402390,0.99,19,"Chemical Wedding",3,"Metal"
186,190,"Trupets Of Jericho","Roy Z",359131,0.99,19,"Chemical Wedding",3,"Metal"
187,191,"Machine Men","Adrian Smith",341655,0.99,19,"Chemical Wedding",3,"Metal"
188,192,"The Alchemist","Roy Z",509413,0.99,19,"Chemical Wedding",3,"Metal"
189,193,"Realword","Roy Z",237531,0.99,19,"Chemical Wedding",3,"Metal"
190,194,"First Time I Met The Blues","Eurreal Montgomery",140434,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,"Blues"
191,195,"Let Me Love You Baby","Willie Dixon",175386,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,"Blues"
192,196,"Stone Crazy","Buddy Guy",433397,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,"Blues"
193,197,"Pretty Baby","Willie Dixon",237662,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,"Blues"
194,198,"When My Left Eye Jumps","Al Perkins/Willie Dixon",235311,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,"Blues"
195,199,"Leave My Girl Alone","Buddy Guy",204721,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,"Blues"
196,200,"She Suits Me To A Tee","Buddy Guy",136803,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,"Blues"
197,201,"Keep It To Myself (Aka Keep It To Yourself)","Sonny Boy Williamson [I]",166060,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,"Blues"
198,202,"My Time After Awhile","Robert Geddins/Ron Badger/Sheldon Feinberg",182491,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,"Blues"
